batch,level,missing_mode,missing_rate,missing_rate_pct,imputation_method,config_type,mae,rmse,r2,seed,architecture,param_count
3C,level_4,MCAR,0.55,55.00000000000001,zero,baseline,0.1693242110380872,0.2227674576860562,-8.17652167467522,1,cnn,36185
3C,level_4,MCAR,0.55,55.00000000000001,mean,baseline,0.143845330951535,0.2162145892863735,-7.644593734071938,1,cnn,36185
3C,level_4,MCAR,0.55,55.00000000000001,iterative,baseline,0.3727201313825119,0.5019821773441606,-45.59627434957213,1,cnn,36185
3C,level_4,MCAR,0.6000000000000001,60.00000000000001,zero,baseline,0.179433520377198,0.2324772641576635,-8.993913125140958,1,cnn,36185
3C,level_4,MCAR,0.6000000000000001,60.00000000000001,mean,baseline,0.163912123106024,0.2572761127170854,-11.239777640289685,1,cnn,36185
3C,level_4,MCAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.3695077846843027,0.506413544997052,-46.42258504779074,1,cnn,36185
3C,level_4,MCAR,0.65,65.0,zero,baseline,0.2098556580089668,0.2591611349390448,-11.419792613389248,1,cnn,36185
3C,level_4,MCAR,0.65,65.0,mean,baseline,0.1683619807187941,0.2234413940345179,-8.232128955602407,1,cnn,36185
3C,level_4,MCAR,0.65,65.0,iterative,baseline,0.3575021982063321,0.4654408190401969,-39.059316402196295,1,cnn,36185
3C,level_4,MCAR,0.7000000000000001,70.0,zero,baseline,0.2323448436557878,0.2820913401382132,-13.71479126228385,1,cnn,36185
3C,level_4,MCAR,0.7000000000000001,70.0,mean,baseline,0.1643965255185611,0.2205672442658173,-7.996148838579867,1,cnn,36185
3C,level_4,MCAR,0.7000000000000001,70.0,iterative,baseline,0.3730280454609685,0.5170258832864716,-48.43097401731185,1,cnn,36185
3C,level_4,MCAR,0.75,75.0,zero,baseline,0.2377708410421025,0.277574321163091,-13.24731972440045,1,cnn,36185
3C,level_4,MCAR,0.75,75.0,mean,baseline,0.1822055850129192,0.2349924496641566,-9.211332427933913,1,cnn,36185
3C,level_4,MCAR,0.75,75.0,iterative,baseline,0.3175177333629028,0.463859005300111,-38.78749365564504,1,cnn,36185
3C,level_4,MCAR,0.8,80.0,zero,baseline,0.2594518648343269,0.2936156459096001,-14.941639575070033,1,cnn,36185
3C,level_4,MCAR,0.8,80.0,mean,baseline,0.1754194262732092,0.2072109038148581,-6.939621658089453,1,cnn,36185
3C,level_4,MCAR,0.8,80.0,iterative,baseline,0.3155779018850055,0.4532699354580611,-36.99167363639657,1,cnn,36185
3C,level_4,MCAR,0.8500000000000001,85.00000000000001,zero,baseline,0.2865293018048714,0.3151688870857466,-17.36797476141483,1,cnn,36185
3C,level_4,MCAR,0.8500000000000001,85.00000000000001,mean,baseline,0.2151020187123302,0.2546655448541041,-10.992645030574971,1,cnn,36185
3C,level_4,MCAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.2919203989974353,0.4346709933320898,-33.937829162474955,1,cnn,36185
3C,level_4,MCAR,0.9,90.0,zero,baseline,0.3049944417526754,0.3319620307582735,-19.3775244575742,1,cnn,36185
3C,level_4,MCAR,0.9,90.0,mean,baseline,0.2203607183817143,0.2477380934581143,-10.349067518004857,1,cnn,36185
3C,level_4,MCAR,0.9,90.0,iterative,baseline,0.2508918522220607,0.3514980918378368,-21.84654544875264,1,cnn,36185
3C,level_4,MCAR,0.95,95.0,zero,baseline,0.32584137870119,0.3428935489677155,-20.74168638071984,1,cnn,36185
3C,level_4,MCAR,0.95,95.0,mean,baseline,0.241729168275378,0.2601941513692298,-11.519000542282413,1,cnn,36185
3C,level_4,MCAR,0.95,95.0,iterative,baseline,0.2342860536091996,0.289853337236071,-14.535713643884208,1,cnn,36185
3C,level_4,MAR,0.0,0.0,zero,baseline,0.0783937402685139,0.095730645022889,-0.6946365457922201,1,cnn,36185
3C,level_4,MAR,0.0,0.0,mean,baseline,0.0783937402685139,0.095730645022889,-0.6946365457922201,1,cnn,36185
3C,level_4,MAR,0.0,0.0,iterative,baseline,0.0783937402685139,0.095730645022889,-0.6946365457922201,1,cnn,36185
3C,level_4,MAR,0.05,5.0,zero,baseline,0.0981673704814557,0.1208183340763233,-1.6992324345888208,1,cnn,36185
3C,level_4,MAR,0.05,5.0,mean,baseline,0.0978767175898416,0.1303762340781213,-2.1431959934524265,1,cnn,36185
3C,level_4,MAR,0.05,5.0,iterative,baseline,0.0827930833795309,0.1024631679727364,-0.941378234763967,1,cnn,36185
3C,level_4,MAR,0.1,10.0,zero,baseline,0.1045579227122152,0.1377513316191538,-2.5088613623397733,1,cnn,36185
3C,level_4,MAR,0.1,10.0,mean,baseline,0.1026818121166253,0.1260941857133728,-1.9401177264803235,1,cnn,36185
3C,level_4,MAR,0.1,10.0,iterative,baseline,0.1005942634115702,0.1239667343016873,-1.841743784960577,1,cnn,36185
3C,level_4,MAR,0.15,15.0,zero,baseline,0.1181778521190025,0.1760994896398962,-4.734437085710073,1,cnn,36185
3C,level_4,MAR,0.15,15.0,mean,baseline,0.1030098881715602,0.1431203237493119,-2.787714335219171,1,cnn,36185
3C,level_4,MAR,0.15,15.0,iterative,baseline,0.114484727015454,0.1549248514491208,-3.438301227494434,1,cnn,36185
3C,level_4,MAR,0.2,20.0,zero,baseline,0.119559592625414,0.1685901250985224,-4.255800398561394,1,cnn,36185
3C,level_4,MAR,0.2,20.0,mean,baseline,0.1146028239788908,0.1690666404055039,-4.285553134617674,1,cnn,36185
3C,level_4,MAR,0.2,20.0,iterative,baseline,0.1382215371856878,0.202209846034028,-6.560999244774336,1,cnn,36185
3C,level_4,MAR,0.25,25.0,zero,baseline,0.1351924578050158,0.1924552221363182,-5.849107731472276,1,cnn,36185
3C,level_4,MAR,0.25,25.0,mean,baseline,0.1185801451698369,0.1788652833883358,-4.91598014252378,1,cnn,36185
3C,level_4,MAR,0.25,25.0,iterative,baseline,0.167718816486071,0.2580453891089692,-11.313082921848824,1,cnn,36185
3C,level_4,MAR,0.3,30.0,zero,baseline,0.1453668588419043,0.2327890487152794,-9.02073757401748,1,cnn,36185
3C,level_4,MAR,0.3,30.0,mean,baseline,0.1466042935945489,0.2144561942812856,-7.50455878119285,1,cnn,36185
3C,level_4,MAR,0.3,30.0,iterative,baseline,0.1968800536793448,0.3296718033466099,-19.09732266340037,1,cnn,36185
3C,level_4,MAR,0.35,35.0,zero,baseline,0.1380581070908215,0.2061301688821631,-6.85701741628477,1,cnn,36185
3C,level_4,MAR,0.35,35.0,mean,baseline,0.1279501624891283,0.1838306378614635,-5.248998003747974,1,cnn,36185
3C,level_4,MAR,0.35,35.0,iterative,baseline,0.1774168176356293,0.2572644078219556,-11.23866395699264,1,cnn,36185
3C,level_4,MAR,0.4,40.0,zero,baseline,0.1339434428103038,0.2159062165375671,-7.619952879417056,1,cnn,36185
3C,level_4,MAR,0.4,40.0,mean,baseline,0.1371212408869758,0.2014585931142244,-6.5049221422203,1,cnn,36185
3C,level_4,MAR,0.4,40.0,iterative,baseline,0.2018444038244938,0.3019453212693732,-15.858976551873363,1,cnn,36185
3C,level_4,MAR,0.45,45.0,zero,baseline,0.1416115910467612,0.2029785664651212,-6.618596268017844,1,cnn,36185
3C,level_4,MAR,0.45,45.0,mean,baseline,0.1363341418102439,0.1860429482643767,-5.400310214723667,1,cnn,36185
3C,level_4,MAR,0.45,45.0,iterative,baseline,0.2474379608309902,0.3739139703458194,-24.85341878922705,1,cnn,36185
3C,level_4,MAR,0.5,50.0,zero,baseline,0.1160105731431279,0.1612438725672273,-3.807740713177609,1,cnn,36185
3C,level_4,MAR,0.5,50.0,mean,baseline,0.1332934401551047,0.1948946581423985,-6.023837722036624,1,cnn,36185
3C,level_4,MAR,0.5,50.0,iterative,baseline,0.2405276594103045,0.3414302558202446,-20.556517677950325,1,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,zero,baseline,0.1255076557720547,0.186252147097063,-5.414712160430943,1,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,mean,baseline,0.1333199556466233,0.1848951460319568,-5.321579698472796,1,cnn,36185
3C,level_4,MAR,0.55,55.00000000000001,iterative,baseline,0.2545862279946194,0.3814660864745963,-25.90831266679508,1,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,zero,baseline,0.1200238193210181,0.1647835768102535,-4.02114136443232,1,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,mean,baseline,0.1253465659538806,0.162190646732962,-3.864365602452125,1,cnn,36185
3C,level_4,MAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.2696145260012783,0.3628236627413396,-23.34253506023548,1,cnn,36185
3C,level_4,MAR,0.65,65.0,zero,baseline,0.1313606865037651,0.1687443312746083,-4.265419556802625,1,cnn,36185
3C,level_4,MAR,0.65,65.0,mean,baseline,0.1239508014367743,0.1564193551589286,-3.52434360139436,1,cnn,36185
3C,level_4,MAR,0.65,65.0,iterative,baseline,0.2439863351861979,0.3421865523212779,-20.652122417133857,1,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,zero,baseline,0.1273834568325462,0.1692332714283101,-4.295977085165268,1,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,mean,baseline,0.1269828347582163,0.160321199021864,-3.7528761992339934,1,cnn,36185
3C,level_4,MAR,0.7000000000000001,70.0,iterative,baseline,0.2657970904926728,0.350740025509309,-21.748106673064367,1,cnn,36185
3C,level_4,MAR,0.75,75.0,zero,baseline,0.1307826402826863,0.1719612079806458,-4.468088969067336,1,cnn,36185
3C,level_4,MAR,0.75,75.0,mean,baseline,0.1194100561672441,0.1488620144075758,-3.09772095680857,1,cnn,36185
3C,level_4,MAR,0.75,75.0,iterative,baseline,0.2381529769543812,0.3051569021944365,-16.219518076501075,1,cnn,36185
3C,level_4,MAR,0.8,80.0,zero,baseline,0.133193628221566,0.1695339858048702,-4.314814886695702,1,cnn,36185
3C,level_4,MAR,0.8,80.0,mean,baseline,0.13700313328341,0.1759211074952469,-4.722825432575857,1,cnn,36185
3C,level_4,MAR,0.8,80.0,iterative,baseline,0.2565735728354625,0.3485095004469097,-21.45969430150648,1,cnn,36185
3C,level_4,MAR,0.8500000000000001,85.00000000000001,zero,baseline,0.1346013587626303,0.1714480626295908,-4.435503272323889,1,cnn,36185
3C,level_4,MAR,0.8500000000000001,85.00000000000001,mean,baseline,0.1186363909571663,0.1515330672588243,-3.2460922550496685,1,cnn,36185
3C,level_4,MAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.251403486921407,0.3168729747622368,-17.567139466329643,1,cnn,36185
3C,level_4,MAR,0.9,90.0,zero,baseline,0.1565233382094186,0.1986975729215252,-6.300619636167137,1,cnn,36185
3C,level_4,MAR,0.9,90.0,mean,baseline,0.136233137090657,0.1669399505534208,-4.153415492530221,1,cnn,36185
3C,level_4,MAR,0.9,90.0,iterative,baseline,0.2240350217500929,0.2865878598712524,-14.18763587478584,1,cnn,36185
3C,level_4,MAR,0.95,95.0,zero,baseline,0.1507745762154257,0.1876596234096851,-5.512028290211809,1,cnn,36185
3C,level_4,MAR,0.95,95.0,mean,baseline,0.1407889900679051,0.1744150945924562,-4.625261722277761,1,cnn,36185
3C,level_4,MAR,0.95,95.0,iterative,baseline,0.2139281878359385,0.2687820470469887,-12.359035750593694,1,cnn,36185
3C,level_4,MNAR,0.0,0.0,zero,baseline,0.0783937402685139,0.095730645022889,-0.6946365457922201,1,cnn,36185
3C,level_4,MNAR,0.0,0.0,mean,baseline,0.0783937402685139,0.095730645022889,-0.6946365457922201,1,cnn,36185
3C,level_4,MNAR,0.0,0.0,iterative,baseline,0.0783937402685139,0.095730645022889,-0.6946365457922201,1,cnn,36185
3C,level_4,MNAR,0.05,5.0,zero,baseline,0.0978893857491473,0.1181022217066677,-1.5792339262781383,1,cnn,36185
3C,level_4,MNAR,0.05,5.0,mean,baseline,0.0984346869460437,0.12176218696836,-1.7415708727469197,1,cnn,36185
3C,level_4,MNAR,0.05,5.0,iterative,baseline,0.0866312267954181,0.1079684268028336,-1.1555998484233685,1,cnn,36185
3C,level_4,MNAR,0.1,10.0,zero,baseline,0.1041718229546093,0.1301469548601925,-2.1321504859526907,1,cnn,36185
3C,level_4,MNAR,0.1,10.0,mean,baseline,0.1180792755084515,0.1481729288849018,-3.05987188214956,1,cnn,36185
3C,level_4,MNAR,0.1,10.0,iterative,baseline,0.1088246132104446,0.1443272578688381,-2.851867313271381,1,cnn,36185
3C,level_4,MNAR,0.15,15.0,zero,baseline,0.1167885095740131,0.1537754570909024,-3.3726896133330504,1,cnn,36185
3C,level_4,MNAR,0.15,15.0,mean,baseline,0.1229958143222464,0.1665948260016371,-4.132129614153851,1,cnn,36185
3C,level_4,MNAR,0.15,15.0,iterative,baseline,0.1229358624740053,0.1616203866465772,-3.830219651213264,1,cnn,36185
3C,level_4,MNAR,0.2,20.0,zero,baseline,0.1323751633317567,0.2068415363189924,-6.911341057959215,1,cnn,36185
3C,level_4,MNAR,0.2,20.0,mean,baseline,0.1369388288231509,0.1863921284932715,-5.424357985305448,1,cnn,36185
3C,level_4,MNAR,0.2,20.0,iterative,baseline,0.1624002901720912,0.2165267292971569,-7.669571431636685,1,cnn,36185
3C,level_4,MNAR,0.25,25.0,zero,baseline,0.1315748898608723,0.1843515475814945,-5.2844629928114415,1,cnn,36185
3C,level_4,MNAR,0.25,25.0,mean,baseline,0.1488957596956873,0.2090438363868914,-7.080706474945842,1,cnn,36185
3C,level_4,MNAR,0.25,25.0,iterative,baseline,0.2048782525268856,0.2990626419415989,-15.538607056086375,1,cnn,36185
3C,level_4,MNAR,0.3,30.0,zero,baseline,0.1427163178687926,0.246841990685038,-10.267113727908807,1,cnn,36185
3C,level_4,MNAR,0.3,30.0,mean,baseline,0.164119832997269,0.2340168662881054,-9.126722668897909,1,cnn,36185
3C,level_4,MNAR,0.3,30.0,iterative,baseline,0.250574629563189,0.3461236100024544,-21.15322951798418,1,cnn,36185
3C,level_4,MNAR,0.35,35.0,zero,baseline,0.1383454696858032,0.2138847841696618,-7.459299031954456,1,cnn,36185
3C,level_4,MNAR,0.35,35.0,mean,baseline,0.1552149548548261,0.220650404330714,-8.00293372048693,1,cnn,36185
3C,level_4,MNAR,0.35,35.0,iterative,baseline,0.2946025334394759,0.4227974747384307,-32.055167872936934,1,cnn,36185
3C,level_4,MNAR,0.4,40.0,zero,baseline,0.1445797919590482,0.2255854401858623,-8.410153967192018,1,cnn,36185
3C,level_4,MNAR,0.4,40.0,mean,baseline,0.1597839253570594,0.2282049367293777,-8.629964100369103,1,cnn,36185
3C,level_4,MNAR,0.4,40.0,iterative,baseline,0.2831840304927567,0.3731693875969347,-24.750556394767933,1,cnn,36185
3C,level_4,MNAR,0.45,45.0,zero,baseline,0.1559052752811917,0.2563510237264188,-11.151914631557936,1,cnn,36185
3C,level_4,MNAR,0.45,45.0,mean,baseline,0.1742291140090697,0.2609675930554163,-11.593538021675103,1,cnn,36185
3C,level_4,MNAR,0.45,45.0,iterative,baseline,0.3593125044701273,0.489543104447082,-43.31558359054258,1,cnn,36185
3C,level_4,MNAR,0.5,50.0,zero,baseline,0.1387982033681221,0.2155657862668442,-7.592791276962338,1,cnn,36185
3C,level_4,MNAR,0.5,50.0,mean,baseline,0.1594543603630678,0.2429076470238556,-9.910809468990438,1,cnn,36185
3C,level_4,MNAR,0.5,50.0,iterative,baseline,0.3766610215119879,0.4889851161320238,-43.21461807731816,1,cnn,36185
3C,level_4,MNAR,0.55,55.00000000000001,zero,baseline,0.1546658334602384,0.2540853584914663,-10.938063299229256,1,cnn,36185
3C,level_4,MNAR,0.55,55.00000000000001,mean,baseline,0.1706630985274155,0.2512525820847767,-10.673354242504397,1,cnn,36185
3C,level_4,MNAR,0.55,55.00000000000001,iterative,baseline,0.4297764018286291,0.5547873471441788,-55.91512487732889,1,cnn,36185
3C,level_4,MNAR,0.6000000000000001,60.00000000000001,zero,baseline,0.1608223404147569,0.2688565050908216,-12.366438220027032,1,cnn,36185
3C,level_4,MNAR,0.6000000000000001,60.00000000000001,mean,baseline,0.1688982755356872,0.2486873596584112,-10.436207337534274,1,cnn,36185
3C,level_4,MNAR,0.6000000000000001,60.00000000000001,iterative,baseline,0.4070730454853939,0.5189357108475878,-48.79683189383964,1,cnn,36185
3C,level_4,MNAR,0.65,65.0,zero,baseline,0.1659879254057027,0.2697651280393129,-12.456936868072562,1,cnn,36185
3C,level_4,MNAR,0.65,65.0,mean,baseline,0.1668491917293063,0.259537478929293,-11.455889909360844,1,cnn,36185
3C,level_4,MNAR,0.65,65.0,iterative,baseline,0.4327776168639344,0.5432970480894996,-53.58198030965948,1,cnn,36185
3C,level_4,MNAR,0.7000000000000001,70.0,zero,baseline,0.1551097442452486,0.2546015494965715,-10.986618481698647,1,cnn,36185
3C,level_4,MNAR,0.7000000000000001,70.0,mean,baseline,0.1799887888900134,0.2704769357675258,-12.528046051639054,1,cnn,36185
3C,level_4,MNAR,0.7000000000000001,70.0,iterative,baseline,0.4225902706306561,0.5432617421873873,-53.574886571727546,1,cnn,36185
3C,level_4,MNAR,0.75,75.0,zero,baseline,0.1625850366585334,0.2715714390074628,-12.637751878675436,1,cnn,36185
3C,level_4,MNAR,0.75,75.0,mean,baseline,0.160677824904509,0.2523047665501134,-10.771329276167693,1,cnn,36185
3C,level_4,MNAR,0.75,75.0,iterative,baseline,0.4399914599278359,0.5567854085696468,-56.32582168479559,1,cnn,36185
3C,level_4,MNAR,0.8,80.0,zero,baseline,0.1521558372110902,0.2627851010861924,-11.76956417808833,1,cnn,36185
3C,level_4,MNAR,0.8,80.0,mean,baseline,0.1730955105959558,0.2567832040834253,-11.192922822040249,1,cnn,36185
3C,level_4,MNAR,0.8,80.0,iterative,baseline,0.4341692997374847,0.5524132768538578,-55.42905971761569,1,cnn,36185
3C,level_4,MNAR,0.8500000000000001,85.00000000000001,zero,baseline,0.1629953448763589,0.2799832491443518,-13.495683429941884,1,cnn,36185
3C,level_4,MNAR,0.8500000000000001,85.00000000000001,mean,baseline,0.1782146221085443,0.2707106229304584,-12.551432122314742,1,cnn,36185
3C,level_4,MNAR,0.8500000000000001,85.00000000000001,iterative,baseline,0.4535110202289482,0.5656675249870387,-58.16938984164611,1,cnn,36185
3C,level_4,MNAR,0.9,90.0,zero,baseline,0.1574258604533003,0.2442322230539509,-10.030127249242826,1,cnn,36185
3C,level_4,MNAR,0.9,90.0,mean,baseline,0.1654391323273497,0.2538881066926063,-10.919534955584586,1,cnn,36185
3C,level_4,MNAR,0.9,90.0,iterative,baseline,0.4242456125110866,0.5405042283693795,-53.02226503599431,1,cnn,36185
3C,level_4,MNAR,0.95,95.0,zero,baseline,0.1685722113751952,0.2558996578412434,-11.10915973362225,1,cnn,36185
3C,level_4,MNAR,0.95,95.0,mean,baseline,0.170882750814129,0.2453659761816354,-10.132771093163765,1,cnn,36185
3C,level_4,MNAR,0.95,95.0,iterative,baseline,0.4341098511298595,0.5585780727664842,-56.69555617361223,1,cnn,36185
3C,level_4,MCAR,0.0,0.0,zero,baseline,0.0568408933835672,0.0691011084666761,0.1603629378951255,9,cnn,36185
3C,level_4,MCAR,0.0,0.0,mean,baseline,0.0568408933835672,0.0691011084666761,0.1603629378951255,9,cnn,36185
3C,level_4,MCAR,0.0,0.0,iterative,baseline,0.0568408933835672,0.0691011084666761,0.1603629378951255,9,cnn,36185
3C,level_4,MCAR,0.05,5.0,zero,baseline,0.0840273978479083,0.1068826239933842,-1.0087957776823164,9,cnn,36185
3C,level_4,MCAR,0.05,5.0,mean,baseline,0.081779589270869,0.1015937512715958,-0.8149119721419285,9,cnn,36185
3C,level_4,MCAR,0.05,5.0,iterative,baseline,0.0606514477617069,0.0746149331893534,0.0210216643355258,9,cnn,36185
3C,level_4,MCAR,0.1,10.0,zero,baseline,0.0987245934849371,0.1303783166251399,-1.9890440200235364,9,cnn,36185
3C,level_4,MCAR,0.1,10.0,mean,baseline,0.1018989095958412,0.1341416584528384,-2.1640906333820684,9,cnn,36185
3C,level_4,MCAR,0.1,10.0,iterative,baseline,0.0780666433158495,0.1078898782348812,-1.0468356765872646,9,cnn,36185
3C,level_4,MCAR,0.15,15.0,zero,baseline,0.1222863565517091,0.1642355205563964,-3.743028726297606,9,cnn,36185
3C,level_4,MCAR,0.15,15.0,mean,baseline,0.1216484219345922,0.1612845508476161,-3.574115329345412,9,cnn,36185
3C,level_4,MCAR,0.15,15.0,iterative,baseline,0.1082111863819419,0.1585275179792119,-3.419070115375539,9,cnn,36185
3C,level_4,MCAR,0.2,20.0,zero,baseline,0.1505449115232373,0.2038753102184866,-6.308880176551078,9,cnn,36185
3C,level_4,MCAR,0.2,20.0,mean,baseline,0.1379342788060506,0.1909917687113347,-5.414323708398285,9,cnn,36185
3C,level_4,MCAR,0.2,20.0,iterative,baseline,0.154103988881934,0.2125410534465508,-6.943414583318546,9,cnn,36185
3C,level_4,MCAR,0.25,25.0,zero,baseline,0.1496244326866546,0.2192789707188146,-7.455037541070101,9,cnn,36185
3C,level_4,MCAR,0.25,25.0,mean,baseline,0.161347210702603,0.2239144481438631,-7.816288780189533,9,cnn,36185
3C,level_4,MCAR,0.25,25.0,iterative,baseline,0.1789461956362352,0.2656287933811974,-11.407145385131722,9,cnn,36185
3C,level_4,MCAR,0.3,30.0,zero,baseline,0.1739697607076478,0.2458298589450001,-9.626514427260854,9,cnn,36185
3C,level_4,MCAR,0.3,30.0,mean,baseline,0.1708581793291349,0.2157654127006029,-7.186254249744426,9,cnn,36185
3C,level_4,MCAR,0.3,30.0,iterative,baseline,0.2010678117945966,0.2771328908013496,-12.505097259528112,9,cnn,36185
3C,level_4,MCAR,0.35,35.0,zero,baseline,0.1817395678220347,0.2613495001807607,-11.010605987296454,9,cnn,36185
3C,level_4,MCAR,0.35,35.0,mean,baseline,0.1633188043801778,0.2301914054921185,-8.317508154601512,9,cnn,36185
3C,level_4,MCAR,0.35,35.0,iterative,baseline,0.2648476987505072,0.3732383978889799,-23.49594540377059,9,cnn,36185
3C,level_4,MCAR,0.4,40.0,zero,baseline,0.1849143807532939,0.2601534733392851,-10.90092804659626,9,cnn,36185
3C,level_4,MCAR,0.4,40.0,mean,baseline,0.1819427593954911,0.2341025034238892,-8.636818690779236,9,cnn,36185
3C,level_4,MCAR,0.4,40.0,iterative,baseline,0.2624720108447064,0.3607376758785491,-21.88255833142157,9,cnn,36185
3C,level_4,MCAR,0.45,45.0,zero,baseline,0.194793555614796,0.255546872110286,-10.483194249422487,9,cnn,36185
3C,level_4,MCAR,0.45,45.0,mean,baseline,0.1910044144693559,0.256074148945604,-10.530630313211455,9,cnn,36185
3C,level_4,MCAR,0.45,45.0,iterative,baseline,0.2866520925717996,0.3958482577473188,-26.553644316110173,9,cnn,36185
3C,level_4,MCAR,0.5,50.0,zero,baseline,0.2246701594515049,0.2859185576367631,-13.374947288941607,9,cnn,36185
3C,level_4,MCAR,0.5,50.0,mean,baseline,0.2179902851147573,0.3070195622288686,-15.575005015177808,9,cnn,36185
3C,level_4,MCAR,0.5,50.0,iterative,baseline,0.3336319282781993,0.444470614103149,-33.73822938268731,9,cnn,36185
3C,level_4,MCAR,0.55,55.00000000000001,zero,baseline,0.2268713368433869,0.2778140194106032,-12.571563655754828,9,cnn,36185
3C,level_4,MCAR,0.55,55.00000000000001,mean,baseline,0.2146867595756025,0.2689531664040413,-11.719642218196055,9,cnn,36185
